46	地	 1,242,410 	 94,371,867 	 2,900 
47	新	 1,219,487 	 95,591,354 	 2,847 
48	學	 1,208,785 	 96,800,139 	 2,822 
49	表	 1,198,966 	 97,999,105 	 2,799 
50	動	 1,173,449 	 99,172,554 	 2,739 
51	下	 1,166,569 	 100,339,123 	 2,723 
52	高	 1,164,066 	 101,503,189 	 2,717 
53	法	 1,140,669 	 102,643,858 	 2,663 
54	我	 1,139,757 	 103,783,615 	 2,661 
55	個	 1,135,040 	 104,918,655 	 2,650 
56	政	 1,133,111 	 106,051,766 	 2,645 
57	自	 1,130,779 	 107,182,545 	 2,640 
58	分	 1,104,056 	 108,286,601 	 2,577 
59	都	 1,069,462 	 109,356,063 	 2,496 
60	開	 1,068,217 	 110,424,280 	 2,494 
61	業	 1,051,627 	 111,475,907 	 2,455 
62	現	 1,025,647 	 112,501,554 	 2,394 
63	但	 1,025,402 	 113,526,956 	 2,394 
64	天	 1,021,567 	 114,548,523 	 2,385 
65	方	 1,016,946 	 115,565,469 	 2,374 
66	和	 1,012,275 	 116,577,744 	 2,363 
67	場	 1,006,288 	 117,584,032 	 2,349 
68	將	 1,004,107 	 118,588,139 	 2,344 
69	作	 997,732 	 119,585,871 	 2,329 
70	美	 995,158 	 120,581,029 	 2,323 
71	月	 994,762 	 121,575,791 	 2,322 
72	於	 986,670 	 122,562,461 	 2,303 
73	元	 976,000 	 123,538,461 	 2,278 
74	及	 970,004 	 124,508,465 	 2,264 
75	全	 968,658 	 125,477,123 	 2,261 
76	主	 964,579 	 126,441,702 	 2,252 
77	用	 964,177 	 127,405,879 	 2,251 
78	心	 961,763 	 128,367,642 	 2,245 
79	小	 959,751 	 129,327,393 	 2,240 
80	經	 953,432 	 130,280,825 	 2,226 
81	最	 950,759 	 131,231,584 	 2,219 
82	外	 933,865 	 132,165,449 	 2,180 
83	進	 926,591 	 133,092,040 	 2,163 
84	等	 910,497 	 134,002,537 	 2,125 
85	子	 901,816 	 134,904,353 	 2,105 
86	因	 900,425 	 135,804,778 	 2,102 
87	事	 898,455 	 136,703,233 	 2,097 
88	工	 893,966 	 137,597,199 	 2,087 
89	文	 892,249 	 138,489,448 	 2,083 
90	示	 891,954 	 139,381,402 	 2,082 
91	機	 877,218 	 140,258,620 	 2,048 
92	選	 860,072 	 141,118,692 	 2,008 
93	得	 858,141 	 141,976,833 	 2,003 
94	力	 854,798 	 142,831,631 	 1,995 
95	當	 849,699 	 143,681,330 	 1,983 
96	部	 838,623 	 144,519,953 	 1,957 
97	同	 821,517 	 145,341,470 	 1,918 
98	定	 820,935 	 146,162,405 	 1,916 
99	加	 814,539 	 146,976,944 	 1,901 
100	車	 811,478 	 147,788,422 	 1,894 
101	還	 811,284 	 148,599,706 	 1,894 
102	好	 806,183 	 149,405,889 	 1,882 
103	員	 803,112 	 150,209,001 	 1,875 
104	北	 798,950 	 151,007,951 	 1,865 
105	之	 797,084 	 151,805,035 	 1,860 
106	者	 796,086 	 152,601,121 	 1,858 
107	合	 795,937 	 153,397,058 	 1,858 
108	灣	 794,109 	 154,191,167 	 1,854 
109	金	 787,937 	 154,979,104 	 1,839 
110	重	 781,925 	 155,761,029 	 1,825 
111	區	 777,281 	 156,538,310 	 1,814 
112	本	 758,432 	 157,296,742 	 1,770 
113	理	 752,472 	 158,049,214 	 1,756 
114	名	 748,499 	 158,797,713 	 1,747 
115	而	 744,601 	 159,542,314 	 1,738 
116	讓	 731,920 	 160,274,234 	 1,708 
117	提	 724,450 	 160,998,684 	 1,691 
118	手	 711,789 	 161,710,473 	 1,661 
119	去	 701,296 	 162,411,769 	 1,637 
120	度	 699,397 	 163,111,166 	 1,632 
121	起	 699,361 	 163,810,527 	 1,632 
122	關	 698,499 	 164,509,026 	 1,630 
123	間	 697,453 	 165,206,479 	 1,628 
124	體	 694,487 	 165,900,966 	 1,621 
125	更	 688,037 	 166,589,003 	 1,606 
126	面	 687,946 	 167,276,949 	 1,606 
127	萬	 687,209 	 167,964,158 	 1,604 
128	資	 684,470 	 168,648,628 	 1,598 
129	所	 678,139 	 169,326,767 	 1,583 
130	她	 676,525 	 170,003,292 	 1,579 
131	內	 667,510 	 170,670,802 	 1,558 
132	電	 666,504 	 171,337,306 	 1,556 
133	至	 665,435 	 172,002,741 	 1,553 
134	沒	 664,857 	 172,667,598 	 1,552 
135	已	 663,165 	 173,330,763 	 1,548 
136	如	 662,950 	 173,993,713 	 1,547 
137	其	 662,195 	 174,655,908 	 1,546 
138	入	 654,474 	 175,310,382 	 1,528 
139	期	 654,319 	 175,964,701 	 1,527 
140	無	 653,578 	 176,618,279 	 1,525 
141	化	 652,089 	 177,270,368 	 1,522 
142	次	 651,765 	 177,922,133 	 1,521 
143	品	 651,147 	 178,573,280 	 1,520 
144	被	 643,514 	 179,216,794 	 1,502 
145	立	 642,556 	 179,859,350 	 1,500 
146	意	 641,767 	 180,501,117 	 1,498 
147	們	 641,459 	 181,142,576 	 1,497 
148	路	 636,715 	 181,779,291 	 1,486 
149	總	 630,982 	 182,410,273 	 1,473 
150	黨	 626,325 	 183,036,598 	 1,462 
151	此	 620,921 	 183,657,519 	 1,449 
152	明	 619,530 	 184,277,049 	 1,446 
153	點	 618,147 	 184,895,196 	 1,443 
154	今	 615,001 	 185,510,197 	 1,435 
155	道	 603,401 	 186,113,598 	 1,408 
156	實	 599,962 	 186,713,560 	 1,400 
157	第	 599,293 	 187,312,853 	 1,399 
158	兩	 596,753 	 187,909,606 	 1,393 
159	府	 595,749 	 188,505,355 	 1,390 
160	並	 594,706 	 189,100,061 	 1,388 
161	產	 591,295 	 189,691,356 	 1,380 
162	水	 590,718 	 190,282,074 	 1,379 
163	應	 589,154 	 190,871,228 	 1,375 
164	報	 587,732 	 191,458,960 	 1,372 
165	建	 586,400 	 192,045,360 	 1,369 
166	看	 583,319 	 192,628,679 	 1,361 
167	議	 583,031 	 193,211,710 	 1,361 
168	林	 581,922 	 193,793,632 	 1,358 
169	很	 581,003 	 194,374,635 	 1,356 
170	計	 576,915 	 194,951,550 	 1,346 
171	三	 574,127 	 195,525,677 	 1,340 
172	打	 571,148 	 196,096,825 	 1,333 
173	相	 564,341 	 196,661,166 	 1,317 
174	保	 562,205 	 197,223,371 	 1,312 
175	女	 555,958 	 197,779,329 	 1,298 
176	安	 554,539 	 198,333,868 	 1,294 
177	任	 550,647 	 198,884,515 	 1,285 
178	受	 549,447 	 199,433,962 	 1,282 
179	情	 548,802 	 199,982,764 	 1,281 
180	回	 547,418 	 200,530,182 	 1,278 
181	局	 546,767 	 201,076,949 	 1,276 
182	導	 544,287 	 201,621,236 	 1,270 
183	只	 543,512 	 202,164,748 	 1,268 
184	院	 542,264 	 202,707,012 	 1,266 
185	教	 541,674 	 203,248,686 	 1,264 
186	調	 540,012 	 203,788,698 	 1,260 
187	從	 538,620 	 204,327,318 	 1,257 
188	統	 535,833 	 204,863,151 	 1,251 
189	正	 535,333 	 205,398,484 	 1,249 
190	共	 532,707 	 205,931,191 	 1,243 
191	然	 531,660 	 206,462,851 	 1,241 
192	未	 527,820 	 206,990,671 	 1,232 
193	案	 526,652 	 207,517,323 	 1,229 
194	位	 526,172 	 208,043,495 	 1,228 
195	由	 526,164 	 208,569,659 	 1,228 
196	著	 524,914 	 209,094,573 	 1,225 
197	通	 522,954 	 209,617,527 	 1,220 
198	近	 520,971 	 210,138,498 	 1,216 
199	再	 520,903 	 210,659,401 	 1,216 
200	性	 519,597 	 211,178,998 	 1,213 
201	身	 515,613 	 211,694,611 	 1,203 
202	展	 515,419 	 212,210,030 	 1,203 
203	交	 515,173 	 212,725,203 	 1,202 
204	特	 511,795 	 213,236,998 	 1,194 
205	果	 511,357 	 213,748,355 	 1,193 
206	指	 508,898 	 214,257,253 	 1,188 
207	設	 508,145 	 214,765,398 	 1,186 
208	平	 507,489 	 215,272,887 	 1,184 
209	感	 505,142 	 215,778,029 	 1,179 
210	處	 500,168 	 216,278,197 	 1,167 
211	數	 499,956 	 216,778,153 	 1,167 
212	影	 499,884 	 217,278,037 	 1,167 
213	活	 497,251 	 217,775,288 	 1,160 
214	南	 497,038 	 218,272,326 	 1,160 
215	持	 496,165 	 218,768,491 	 1,158 
216	目	 494,612 	 219,263,103 	 1,154 
217	代	 492,827 	 219,755,930 	 1,150 
218	運	 492,709 	 220,248,639 	 1,150 
219	接	 487,831 	 220,736,470 	 1,138 
220	海	 487,191 	 221,223,661 	 1,137 
221	利	 486,762 	 221,710,423 	 1,136 
222	二	 483,787 	 222,194,210 	 1,129 
223	務	 482,347 	 222,676,557 	 1,126 
224	昨	 481,646 	 223,158,203 	 1,124 
225	認	 477,653 	 223,635,856 	 1,115 
226	價	 476,262 	 224,112,118 	 1,111 
227	比	 476,259 	 224,588,377 	 1,111 
228	球	 476,202 	 225,064,579 	 1,111 
229	或	 474,419 	 225,538,998 	 1,107 
230	想	 471,436 	 226,010,434 	 1,100 
231	物	 465,846 	 226,476,280 	 1,087 
232	原	 457,322 	 226,933,602 	 1,067 
233	問	 456,231 	 227,389,833 	 1,065 
234	老	 454,018 	 227,843,851 	 1,060 
235	每	 449,294 	 228,293,145 	 1,048 
236	團	 448,825 	 228,741,970 	 1,047 
237	投	 448,236 	 229,190,206 	 1,046 
238	商	 446,806 	 229,637,012 	 1,043 
239	少	 446,759 	 230,083,771 	 1,043 
240	陳	 446,148 	 230,529,919 	 1,041 
241	強	 443,253 	 230,973,172 	 1,034 
242	東	 439,755 	 231,412,927 	 1,026 
243	才	 439,587 	 231,852,514 	 1,026 
244	量	 436,188 	 232,288,702 	 1,018 
245	程	 434,418 	 232,723,120 	 1,014 
246	造	 433,860 	 233,156,980 	 1,012 
247	辦	 432,088 	 233,589,068 	 1,008 
248	師	 430,572 	 234,019,640 	 1,005 
249	約	 429,292 	 234,448,932 	 1,002 
250	眾	 428,319 	 234,877,251 	 1,000 
251	常	 427,467 	 235,304,718 	 998 
252	氣	 426,497 	 235,731,215 	 995 
253	十	 426,256 	 236,157,471 	 995 
254	社	 421,332 	 236,578,803 	 983 
255	演	 419,352 	 236,998,155 	 979 
256	題	 418,735 	 237,416,890 	 977 
257	基	 417,106 	 237,833,996 	 973 
258	達	 414,867 	 238,248,863 	 968 
259	則	 412,604 	 238,661,467 	 963 
260	管	 412,306 	 239,073,773 	 962 
261	推	 410,818 	 239,484,591 	 959 
262	口	 404,740 	 239,889,331 	 944 
263	式	 403,963 	 240,293,294 	 943 
264	結	 402,382 	 240,695,676 	 939 
265	包	 399,876 	 241,095,552 	 933 
266	光	 398,555 	 241,494,107 	 930 
267	園	 397,948 	 241,892,055 	 929 
268	戰	 397,195 	 242,289,250 	 927 
269	向	 396,692 	 242,685,942 	 926 
270	費	 395,293 	 243,081,235 	 922 
271	醫	 393,613 	 243,474,848 	 918 
272	各	 391,392 	 243,866,240 	 913 
273	花	 390,896 	 244,257,136 	 912 
274	隊	 389,424 	 244,646,560 	 909 
275	風	 389,166 	 245,035,726 	 908 
276	舉	 386,594 	 245,422,320 	 902 
277	張	 385,418 	 245,807,738 	 899 
278	做	 385,012 	 246,192,750 	 898 
279	頭	 383,303 	 246,576,053 	 894 
280	先	 382,300 	 246,958,353 	 892 
281	山	 382,176 	 247,340,529 	 892 
282	客	 381,261 	 247,721,790 	 890 
283	友	 379,996 	 248,101,786 	 887 
284	陸	 379,894 	 248,481,680 	 886 
285	參	 378,897 	 248,860,577 	 884 
286	縣	 373,826 	 249,234,403 	 872 
287	空	 373,176 	 249,607,579 	 871 
288	華	 373,100 	 249,980,679 	 871 
289	觀	 370,821 	 250,351,500 	 865 
290	委	 370,756 	 250,722,256 	 865 
291	司	 368,244 	 251,090,500 	 859 
292	單	 367,987 	 251,458,487 	 859 
293	解	 367,914 	 251,826,401 	 858 
294	連	 365,799 	 252,192,200 	 854 
295	助	 365,285 	 252,557,485 	 852 
296	改	 364,747 	 252,922,232 	 851 
297	創	 362,726 	 253,284,958 	 846 
298	求	 362,570 	 253,647,528 	 846 
299	網	 361,630 	 254,009,158 	 844 
300	續	 361,576 	 254,370,734 	 844 
301	收	 359,596 	 254,730,330 	 839 
302	己	 359,537 	 255,089,867 	 839 
303	色	 359,098 	 255,448,965 	 838 
304	書	 358,328 	 255,807,293 	 836 
305	放	 355,237 	 256,162,530 	 829 
306	帶	 355,028 	 256,517,558 	 828 
307	傳	 353,838 	 256,871,396 	 826 
308	望	 353,602 	 257,224,998 	 825 
309	除	 353,319 	 257,578,317 	 824 
310	制	 352,846 	 257,931,163 	 823 
311	專	 352,746 	 258,283,909 	 823 
312	知	 351,444 	 258,635,353 	 820 
313	畫	 351,229 	 258,986,582 	 820 
314	首	 351,208 	 259,337,790 	 819 
315	警	 351,205 	 259,688,995 	 819 
316	照	 350,603 	 260,039,598 	 818 
317	見	 350,066 	 260,389,664 	 817 
318	完	 349,782 	 260,739,446 	 816 
319	世	 349,351 	 261,088,797 	 815 
320	種	 348,770 	 261,437,567 	 814 
321	樂	 346,051 	 261,783,618 	 807 
322	規	 342,067 	 262,125,685 	 798 
323	賽	 341,782 	 262,467,467 	 797 
324	查	 340,616 	 262,808,083 	 795 
325	反	 338,150 	 263,146,233 	 789 
326	周	 335,901 	 263,482,134 	 784 
327	清	 335,605 	 263,817,739 	 783 
328	信	 335,073 	 264,152,812 	 782 
329	變	 335,052 	 264,487,864 	 782 
330	治	 334,039 	 264,821,903 	 779 
331	直	 333,870 	 265,155,773 	 779 
332	聯	 332,466 	 265,488,239 	 776 
333	線	 330,126 	 265,818,365 	 770 
334	營	 329,922 	 266,148,287 	 770 
335	愛	 328,874 	 266,477,161 	 767 
336	男	 327,512 	 266,804,673 	 764 
337	校	 325,918 	 267,130,591 	 760 
338	軍	 325,878 	 267,456,469 	 760 
339	界	 325,538 	 267,782,007 	 760 
340	使	 323,583 	 268,105,590 	 755 
341	門	 323,493 	 268,429,083 	 755 
342	流	 321,864 	 268,750,947 	 751 
343	許	 321,311 	 269,072,258 	 750 
344	預	 321,184 	 269,393,442 	 749 
345	樣	 320,925 	 269,714,367 	 749 
346	視	 320,828 	 270,035,195 	 749 
347	取	 319,210 	 270,354,405 	 745 
348	科	 318,934 	 270,673,339 	 744 
349	太	 318,088 	 270,991,427 	 742 
350	該	 317,640 	 271,309,067 	 741 
351	服	 316,261 	 271,625,328 	 738 
352	給	 316,031 	 271,941,359 	 737 
353	馬	 316,019 	 272,257,378 	 737 
354	英	 315,029 	 272,572,407 	 735 
355	親	 314,875 	 272,887,282 	 735 
356	請	 314,105 	 273,201,387 	 733 
357	別	 313,236 	 273,514,623 	 731 
358	義	 312,899 	 273,827,522 	 730 
359	農	 312,130 	 274,139,652 	 728 
360	曾	 311,122 	 274,450,774 	 726 
361	歲	 309,804 	 274,760,578 	 723 
362	轉	 308,698 	 275,069,276 	 720 
363	王	 308,355 	 275,377,631 	 719 
364	兒	 304,101 	 275,681,732 	 710 
365	料	 303,362 	 275,985,094 	 708 
366	片	 303,283 	 276,288,377 	 708 
367	五	 302,597 	 276,590,974 	 706 
368	整	 302,525 	 276,893,499 	 706 
369	決	 302,481 	 277,195,980 	 706 
370	件	 301,447 	 277,497,427 	 703 
371	協	 299,692 	 277,797,119 	 699 
372	麼	 299,539 	 278,096,658 	 699 
373	韓	 298,973 	 278,395,631 	 698 
374	系	 298,560 	 278,694,191 	 697 
375	住	 297,979 	 278,992,170 	 695 
376	百	 297,804 	 279,289,974 	 695 
377	四	 297,741 	 279,587,715 	 695 
378	育	 297,677 	 279,885,392 	 695 
379	非	 297,361 	 280,182,753 	 694 
380	遊	 295,923 	 280,478,676 	 690 
381	權	 295,603 	 280,774,279 	 690 
382	節	 293,792 	 281,068,071 	 685 
383	組	 291,888 	 281,359,959 	 681 
384	環	 291,743 	 281,651,702 	 681 
385	即	 289,803 	 281,941,505 	 676 
386	卻	 289,541 	 282,231,046 	 676 
387	黃	 285,473 	 282,516,519 	 666 
388	透	 285,193 	 282,801,712 	 665 
389	言	 284,603 	 283,086,315 	 664 
390	檢	 284,150 	 283,370,465 	 663 
391	際	 283,943 	 283,654,408 	 662 
392	布	 282,914 	 283,937,322 	 660 
393	難	 282,567 	 284,219,889 	 659 
394	供	 282,048 	 284,501,937 	 658 
395	又	 281,705 	 284,783,642 	 657 
396	告	 281,196 	 285,064,838 	 656 
397	獲	 280,131 	 285,344,969 	 654 
398	房	 279,654 	 285,624,623 	 652 
399	支	 278,682 	 285,903,305 	 650 
400	術	 278,561 	 286,181,866 	 650 
401	何	 278,432 	 286,460,298 	 650 
402	港	 277,390 	 286,737,688 	 647 
403	些	 276,984 	 287,014,672 	 646 
404	店	 276,621 	 287,291,293 	 645 
405	蔡	 275,321 	 287,566,614 	 642 
406	型	 275,145 	 287,841,759 	 642 
407	引	 274,703 	 288,116,462 	 641 
408	香	 274,576 	 288,391,038 	 641 
409	消	 274,113 	 288,665,151 	 639 
410	增	 274,044 	 288,939,195 	 639 
411	官	 274,026 	 289,213,221 	 639 
412	食	 273,871 	 289,487,092 	 639 
413	希	 273,777 	 289,760,869 	 639 
414	記	 273,306 	 290,034,175 	 638 
415	質	 272,291 	 290,306,466 	 635 
416	西	 272,121 	 290,578,587 	 635 
417	論	 271,610 	 290,850,197 	 634 
418	真	 270,718 	 291,120,915 	 632 
419	需	 270,281 	 291,391,196 	 631 
420	李	 269,610 	 291,660,806 	 629 
421	走	 269,590 	 291,930,396 	 629 
422	超	 269,527 	 292,199,923 	 629 
423	士	 267,728 	 292,467,651 	 625 
424	往	 267,474 	 292,735,125 	 624 
425	標	 264,572 	 292,999,697 	 617 
426	格	 264,550 	 293,264,247 	 617 
427	把	 261,574 	 293,525,821 	 610 
428	率	 259,934 	 293,785,755 	 606 
429	滿	 259,671 	 294,045,426 	 606 
430	易	 257,000 	 294,302,426 	 600 
431	站	 256,979 	 294,559,405 	 599 
432	德	 256,460 	 294,815,865 	 598 
433	據	 256,240 	 295,072,105 	 598 
434	裡	 253,921 	 295,326,026 	 592 
435	且	 253,727 	 295,579,753 	 592 
436	若	 252,546 	 295,832,299 	 589 
437	仍	 252,189 	 296,084,488 	 588 
438	考	 252,009 	 296,336,497 	 588 
439	防	 251,293 	 296,587,790 	 586 
440	那	 249,933 	 296,837,723 	 583 
441	集	 249,402 	 297,087,125 	 582 
442	失	 248,952 	 297,336,077 	 581 
443	勢	 248,155 	 297,584,232 	 579 
444	話	 245,451 	 297,829,683 	 573 
445	票	 245,390 	 298,075,073 	 572 
446	雄	 244,907 	 298,319,980 	 571 
447	技	 244,893 	 298,564,873 	 571 
448	較	 244,864 	 298,809,737 	 571 
449	證	 244,832 	 299,054,569 	 571 
450	領	 244,657 	 299,299,226 	 571 
451	像	 244,419 	 299,543,645 	 570 
452	步	 241,354 	 299,784,999 	 563 
453	境	 241,335 	 300,026,334 	 563 
454	容	 240,924 	 300,267,258 	 562 
455	藝	 239,958 	 300,507,216 	 560 
456	備	 239,192 	 300,746,408 	 558 
457	你	 238,436 	 300,984,844 	 556 
458	低	 237,780 	 301,222,624 	 555 
459	億	 237,363 	 301,459,987 	 554 
460	護	 237,148 	 301,697,135 	 553 
461	濟	 235,904 	 301,933,039 	 550 
462	雙	 235,603 	 302,168,642 	 550 
463	僅	 234,673 	 302,403,315 	 547 
464	斯	 234,227 	 302,637,542 	 546 
465	熱	 233,950 	 302,871,492 	 546 
466	送	 233,749 	 303,105,241 	 545 
467	另	 233,337 	 303,338,578 	 544 
468	落	 232,772 	 303,571,350 	 543 
469	排	 232,219 	 303,803,569 	 542 
470	亞	 231,344 	 304,034,913 	 540 
471	配	 230,661 	 304,265,574 	 538 
472	職	 229,475 	 304,495,049 	 535 
473	研	 229,426 	 304,724,475 	 535 
474	爭	 228,730 	 304,953,205 	 534 
475	稱	 225,247 	 305,178,452 	 525 
476	跟	 223,422 	 305,401,874 	 521 
477	具	 222,829 	 305,624,703 	 520 
478	病	 222,152 	 305,846,855 	 518 
479	旅	 222,086 	 306,068,941 	 518 
480	源	 222,003 	 306,290,944 	 518 
481	驗	 221,901 	 306,512,845 	 518 
482	幾	 221,773 	 306,734,618 	 517 
483	聲	 221,483 	 306,956,101 	 517 
484	獎	 221,349 	 307,177,450 	 516 
485	白	 220,971 	 307,398,421 	 515 
486	神	 220,448 	 307,618,869 	 514 
487	習	 220,038 	 307,838,907 	 513 
488	半	 219,564 	 308,058,471 	 512 
489	例	 219,273 	 308,277,744 	 511 
490	級	 218,992 	 308,496,736 	 511 
491	段	 218,571 	 308,715,307 	 510 
492	款	 218,274 	 308,933,581 	 509 
493	必	 217,638 	 309,151,219 	 508 
494	依	 217,621 	 309,368,840 	 508 
495	福	 217,021 	 309,585,861 	 506 
496	吃	 216,991 	 309,802,852 	 506 
497	條	 216,346 	 310,019,198 	 505 
498	響	 216,142 	 310,235,340 	 504 
499	施	 216,086 	 310,451,426 	 504 
500	戶	 215,956 	 310,667,382 	 504 
501	深	 215,866 	 310,883,248 	 503 
502	媽	 213,674 	 311,096,922 	 498 
503	維	 213,112 	 311,310,034 	 497 
504	輕	 213,031 	 311,523,065 	 497 
505	修	 212,817 	 311,735,882 	 496 
506	火	 210,849 	 311,946,731 	 492 
507	紅	 210,251 	 312,156,982 	 490 
508	裝	 209,768 	 312,366,750 	 489 
509	孩	 209,019 	 312,575,769 	 488 
510	景	 208,800 	 312,784,569 	 487 
511	確	 208,666 	 312,993,235 	 487 
512	升	 208,613 	 313,201,848 	 487 
513	音	 208,161 	 313,410,009 	 486 
514	快	 207,463 	 313,617,472 	 484 
515	普	 207,139 	 313,824,611 	 483 
516	離	 206,953 	 314,031,564 	 483 
517	否	 206,364 	 314,237,928 	 481 
518	擔	 206,308 	 314,444,236 	 481 
519	星	 206,089 	 314,650,325 	 481 
520	底	 206,072 	 314,856,397 	 481 
521	列	 205,765 	 315,062,162 	 480 
522	六	 205,064 	 315,267,226 	 478 
523	里	 205,024 	 315,472,250 	 478 
524	雖	 204,939 	 315,677,189 	 478 
525	覺	 204,816 	 315,882,005 	 478 
526	鄉	 204,436 	 316,086,441 	 477 
527	始	 203,594 	 316,290,035 	 475 
528	攝	 203,340 	 316,493,375 	 474 
529	季	 202,901 	 316,696,276 	 473 
530	優	 202,825 	 316,899,101 	 473 
531	功	 202,281 	 317,101,382 	 472 
532	製	 201,996 	 317,303,378 	 471 
533	項	 201,725 	 317,505,103 	 470 
534	牌	 201,200 	 317,706,303 	 469 
535	拉	 200,781 	 317,907,084 	 468 
536	準	 200,423 	 318,107,507 	 467 
537	致	 200,413 	 318,307,920 	 467 
538	克	 198,937 	 318,506,857 	 464 
539	策	 198,587 	 318,705,444 	 463 
540	精	 197,970 	 318,903,414 	 462 
541	早	 197,938 	 319,101,352 	 462 
542	健	 197,561 	 319,298,913 	 461 
543	買	 197,114 	 319,496,027 	 460 
544	席	 196,523 	 319,692,550 	 458 
545	顯	 196,446 	 319,888,996 	 458 
546	邊	 196,335 	 320,085,331 	 458 
547	號	 196,219 	 320,281,550 	 458 
548	圖	 195,356 	 320,476,906 	 456 
549	態	 194,955 	 320,671,861 	 455 
550	養	 194,912 	 320,866,773 	 455 
551	限	 194,696 	 321,061,469 	 454 
552	廠	 194,573 	 321,256,042 	 454 
553	算	 194,381 	 321,450,423 	 453 
554	拍	 193,753 	 321,644,176 	 452 
555	形	 192,461 	 321,836,637 	 449 
556	興	 191,861 	 322,028,498 	 447 
557	班	 191,649 	 322,220,147 	 447 
558	便	 191,568 	 322,411,715 	 447 
559	購	 191,474 	 322,603,189 	 447 
560	免	 190,793 	 322,793,982 	 445 
561	城	 190,758 	 322,984,740 	 445 
562	歷	 190,625 	 323,175,365 	 445 
563	補	 189,465 	 323,364,830 	 442 
564	效	 189,391 	 323,554,221 	 442 
565	善	 188,703 	 323,742,924 	 440 
566	停	 188,476 	 323,931,400 	 440 
567	千	 187,575 	 324,118,975 	 437 
568	評	 186,854 	 324,305,829 	 436 
569	九	 186,345 	 324,492,174 	 435 
570	餐	 186,127 	 324,678,301 	 434 
571	岸	 186,109 	 324,864,410 	 434 
572	傷	 185,204 	 325,049,614 	 432 
573	擊	 185,113 	 325,234,727 	 432 
574	象	 184,668 	 325,419,395 	 431 
575	拿	 184,180 	 325,603,575 	 430 
576	味	 183,568 	 325,787,143 	 428 
577	母	 183,175 	 325,970,318 	 427 
578	卡	 183,138 	 326,153,456 	 427 
579	晚	 182,812 	 326,336,268 	 426 
580	智	 182,442 	 326,518,710 	 425 
581	初	 182,279 	 326,700,989 	 425 
582	紀	 182,151 	 326,883,140 	 425 
583	廣	 180,904 	 327,064,044 	 422 
584	吳	 180,757 	 327,244,801 	 422 
585	宣	 180,394 	 327,425,195 	 421 
586	執	 180,302 	 327,605,497 	 420 
587	採	 179,533 	 327,785,030 	 419 
588	阿	 178,865 	 327,963,895 	 417 
589	館	 178,720 	 328,142,615 	 417 
590	角	 177,009 	 328,319,624 	 413 
591	眼	 176,786 	 328,496,410 	 412 
592	獨	 176,205 	 328,672,615 	 411 
593	史	 175,811 	 328,848,426 	 410 
594	居	 175,473 	 329,023,899 	 409 
595	害	 175,452 	 329,199,351 	 409 
596	隨	 175,375 	 329,374,726 	 409 
597	假	 174,947 	 329,549,673 	 408 
598	況	 174,858 	 329,724,531 	 408 
599	積	 174,096 	 329,898,627 	 406 
600	置	 173,904 	 330,072,531 	 406 
601	八	 173,378 	 330,245,909 	 404 
602	龍	 173,268 	 330,419,177 	 404 
